@relation HW8_ecoli

@attribute F1 numeric
@attribute F2 numeric
@attribute F3 numeric
@attribute F4 numeric
@attribute F5 numeric
@attribute F6 numeric
@attribute F7 numeric
@attribute CLASS {1,3,5,7,8}

@data
-0.279734,0.067104,-0.096078,0,-0.239106,-1.092616,-0.691575,1
-0.641083,0.000408,-0.096078,0,-0.645066,-0.632493,-0.256681,1
-0.279734,-0.533158,-0.096078,0,-0.645066,-1.138628,-1.464719,1
-1.312159,-0.466463,-0.096078,0,-1.051025,-1.000592,-0.594931,1
-0.382976,-1.333508,-0.096078,0,-0.157914,-1.092616,-0.691575,1
-0.073249,-0.533158,-0.096078,0,-0.401490,-1.138628,-0.739896,1
-0.434598,-0.132984,-0.096078,0,0.085661,-0.264395,0.033249,1
-0.279734,-1.466899,-0.096078,0,-0.563874,-1.046604,-0.643253,1
-1.054053,-0.599854,-0.096078,0,-0.157914,-0.540469,-0.208359,1
-0.795947,-1.466899,-0.096078,0,-0.726257,-0.678505,-0.305002,1
-0.434598,-0.466463,-0.096078,0,-0.401490,-0.862555,-0.449967,1
-1.054053,-0.199679,-0.096078,0,-0.726257,-1.230653,-0.788218,1
-0.795947,0.333887,-0.096078,0,0.654004,-0.862555,-0.449967,1
-0.692704,0.400583,-0.096078,0,-0.563874,-0.218383,0.129892,1
-0.486219,-0.266375,-0.096078,0,0.166853,-0.034333,0.274857,1
0.029994,-0.066288,-0.096078,0,-0.076723,-0.172370,0.129892,1
0.133237,-0.399767,-0.096078,0,-1.051025,-0.632493,-0.401645,1
0.029994,0.067104,-0.096078,0,-1.862943,-1.230653,-0.788218,1
0.184858,-0.533158,-0.096078,0,-2.756054,-0.954579,-0.546610,1
-0.795947,-0.266375,-0.096078,0,0.166853,-0.678505,-0.305002,1
-0.486219,-0.533158,-0.096078,0,-1.051025,-1.046604,-1.126469,1
-0.434598,-0.466463,-0.096078,0,0.004469,-1.184641,-1.223112,1
-1.002432,-0.333071,-0.096078,0,-1.132217,-1.322678,-0.884861,1
-0.950810,-0.199679,-0.096078,0,-1.700560,-1.000592,-0.546610,1
0.752692,1.734498,-0.096078,0,-0.401490,-0.678505,-0.594931,1
-0.744325,-0.866637,-0.096078,0,-1.619368,-0.724518,-0.353324,1
0.391343,0.267191,-0.096078,0,-1.051025,-1.000592,-0.836539,1
0.804313,0.333887,-0.096078,0,-1.294600,-0.586481,-1.078147,1
0.081615,-0.266375,-0.096078,0,0.654004,-0.862555,-0.449967,1
-0.589461,-0.666550,-0.096078,0,1.059963,-1.138628,-0.739896,1
-1.312159,0.467278,-0.096078,0,1.059963,-0.724518,-0.353324,1
-0.589461,-1.600291,-0.096078,0,0.329237,-1.552739,-1.078147,1
-0.847568,-0.199679,-0.096078,0,0.248045,-1.460715,-1.029825,1
-1.312159,-1.066724,-0.096078,0,-0.969833,-0.908567,-0.498288,1
-1.208917,0.000408,-0.096078,0,-0.482682,-0.816542,-0.449967,1
-0.279734,-0.066288,-0.096078,0,-0.888641,-0.540469,-0.498288,1
-0.331355,-1.200116,-0.096078,0,-1.375792,-0.218383,0.081570,1
-0.021627,-0.466463,-0.096078,0,-0.076723,-0.908567,-0.498288,1
-0.124870,-1.466899,-0.096078,0,0.491620,-1.368690,-1.223112,1
-0.899189,-1.133420,-0.096078,0,0.816388,-2.012862,-1.464719,1
-0.795947,-1.000029,-0.096078,0,0.085661,-0.034333,0.274857,1
-0.744325,-1.066724,-0.096078,0,-0.320298,-0.908567,-1.126469,1
-0.589461,-1.333508,-0.096078,0,-0.563874,-0.954579,-0.546610,1
-0.589461,-0.399767,-0.096078,0,-0.563874,-1.368690,-0.933182,1
-0.434598,0.067104,-0.096078,0,0.654004,-1.368690,-0.933182,1
-0.795947,-0.533158,-0.096078,0,-0.726257,-0.724518,-0.353324,1
0.081615,-0.066288,-0.096078,0,0.248045,-1.644764,-1.174790,1
-1.260538,0.067104,-0.096078,0,-1.051025,-0.356419,-0.015073,1
-1.054053,-1.466899,-0.096078,0,0.004469,-0.356419,-0.015073,1
-1.260538,-1.600291,-0.096078,0,-0.888641,-0.816542,-0.401645,1
-1.312159,-0.599854,-0.096078,0,-0.076723,-1.230653,-0.788218,1
-1.673508,-0.733246,-0.096078,0,0.248045,-0.908567,-0.546610,1
-2.344585,-1.266812,-0.096078,0,-0.726257,-0.954579,-0.546610,1
0.597828,-0.933333,-0.096078,0,-0.076723,-0.678505,-0.305002,1
-0.795947,0.067104,-0.096078,0,-0.482682,-0.586481,-0.208359,1
-1.105674,-1.133420,-0.096078,0,-0.401490,-1.276665,-0.836539,1
-0.486219,-0.266375,-0.096078,0,-0.645066,-0.678505,-0.305002,1
-1.363781,-1.066724,-0.096078,0,-0.563874,-1.092616,-0.643253,1
-0.641083,-0.399767,-0.096078,0,-0.645066,-0.494456,-0.160037,1
-2.551070,-0.799941,-0.096078,0,-0.645066,-0.080346,0.226535,1
-0.537840,-1.266812,-0.096078,0,-0.969833,-0.724518,-0.353324,1
-1.002432,-0.399767,-0.096078,0,-0.076723,-1.276665,-0.836539,1
-1.157296,-1.333508,-0.096078,0,1.709498,-1.000592,-0.546610,1
-1.673508,0.133799,-0.096078,0,-0.076723,-0.586481,-0.208359,1
-0.692704,-0.533158,-0.096078,0,0.248045,-0.816542,-0.449967,1
-1.002432,-0.866637,-0.096078,0,-0.563874,-1.460715,-0.981504,1
-1.208917,-0.666550,-0.096078,0,-1.132217,-1.092616,-0.643253,1
-0.486219,-0.599854,-0.096078,0,0.410429,-1.276665,-0.836539,1
-1.415402,-1.066724,-0.096078,0,-0.645066,-0.954579,-0.546610,1
-0.279734,-1.000029,-0.096078,0,-0.482682,0.103704,0.419821,1
-1.157296,-0.533158,-0.096078,0,-1.051025,-0.540469,-0.353324,1
-1.725130,-0.466463,-0.096078,0,0.329237,-1.046604,-0.643253,1
-2.241343,0.734061,-0.096078,0,-0.076723,1.944195,-0.643253,5
-0.279734,0.133799,-0.096078,0,-0.563874,-0.126358,0.178213,5
0.701071,-0.199679,-0.096078,0,0.085661,1.484072,1.627860,5
-1.363781,-0.132984,-0.096078,0,0.735196,1.760146,1.869468,5
-0.795947,-0.066288,-0.096078,0,0.654004,1.622109,1.434574,5
-0.331355,-0.666550,-0.096078,0,0.654004,1.161986,1.337931,5
-0.176491,0.734061,-0.096078,0,-0.157914,1.668122,1.772825,5
-1.157296,-1.000029,-0.096078,0,0.085661,1.254011,1.386252,5
0.133237,-0.733246,-0.096078,0,1.222347,0.977937,1.096323,5
-1.054053,-0.199679,-0.096078,0,1.709498,0.701863,0.903037,5
0.288100,-0.199679,-0.096078,0,0.572812,1.300023,1.434574,5
-1.931615,1.134236,-0.096078,0,1.953074,0.379777,0.613107,5
-0.486219,0.000408,-0.096078,0,1.222347,1.484072,1.627860,5
1.217284,-0.933333,-0.096078,0,0.248045,1.898183,2.014433,5
1.785118,-0.399767,-0.096078,0,-0.157914,0.977937,1.144645,5
-0.073249,-0.333071,-0.096078,0,0.816388,1.300023,1.434574,5
0.236479,-0.066288,-0.096078,0,-0.807449,1.714134,1.821146,5
-0.073249,-0.599854,-0.096078,0,0.085661,1.852171,1.821146,5
0.029994,1.067540,-0.096078,0,-1.538176,1.944195,2.014433,5
1.165662,-0.266375,-0.096078,0,0.085661,0.747876,0.951358,5
-0.124870,0.333887,-0.096078,0,0.654004,0.977937,1.192966,5
-0.847568,0.400583,-0.096078,0,-1.375792,1.300023,1.434574,5
0.752692,0.533974,-0.096078,0,-0.157914,1.300023,1.096323,5
0.236479,0.467278,-0.096078,0,0.491620,1.438060,1.579539,5
-0.124870,0.600670,-0.096078,0,0.166853,1.207999,1.386252,5
0.701071,0.000408,-0.096078,0,0.735196,1.622109,1.724503,5
-0.021627,-0.533158,-0.096078,0,0.248045,1.346036,1.482895,5
-0.950810,0.000408,-0.096078,0,0.572812,1.576097,1.676182,5
1.268905,-0.399767,-0.096078,0,0.410429,1.760146,1.869468,5
-0.847568,-0.333071,-0.096078,0,-0.401490,1.760146,1.869468,5
-0.228112,-0.666550,-0.096078,0,0.897580,1.115974,1.289609,5
1.114041,-0.666550,-0.096078,0,1.709498,0.931925,1.144645,5
0.029994,-0.866637,-0.096078,0,1.303539,0.655851,0.903037,5
0.855935,0.200495,-0.096078,0,0.735196,0.747876,0.758072,5
0.546207,0.734061,-0.096078,0,0.329237,0.793888,0.999680,5
1.733496,-0.866637,-0.096078,0,0.897580,0.977937,1.144645,5
-0.795947,0.067104,-0.096078,0,1.384731,1.852171,1.917789,5
0.701071,0.267191,-0.096078,0,1.222347,1.346036,1.482895,5
1.062420,-0.666550,-0.096078,0,0.491620,1.668122,1.579539,5
0.546207,0.000408,10.376402,0,0.329237,1.254011,1.434574,5
-1.725130,0.067104,-0.096078,0,-1.375792,-0.494456,-0.111716,5
1.268905,1.334323,-0.096078,0,1.303539,0.701863,0.903037,5
-1.518645,-0.266375,-0.096078,0,0.572812,1.300023,1.482895,5
2.043224,0.333887,-0.096078,0,0.085661,1.023950,1.241288,5
1.062420,-0.266375,-0.096078,0,0.491620,1.300023,1.096323,5
-1.931615,-0.466463,-0.096078,0,1.059963,0.931925,1.144645,5
0.597828,0.133799,-0.096078,0,0.329237,0.793888,0.081570,5
-0.847568,-0.866637,-0.096078,0,-0.320298,0.701863,0.903037,5
0.701071,1.000845,-0.096078,0,1.303539,0.793888,0.999680,5
-0.434598,0.067104,-0.096078,0,0.248045,1.161986,1.337931,5
-0.795947,1.134236,-0.096078,0,0.166853,1.207999,1.386252,5
0.442964,-1.066724,-0.096078,0,0.491620,1.714134,1.482895,5
0.494586,0.400583,-0.096078,0,0.410429,1.392048,1.531217,5
0.081615,-0.666550,-0.096078,0,0.572812,0.563827,0.806394,5
0.029994,0.467278,-0.096078,0,1.709498,0.517814,0.758072,5
0.546207,-0.266375,-0.096078,0,-0.401490,1.438060,1.579539,5
-0.641083,-0.199679,-0.096078,0,-0.888641,1.207999,1.386252,5
0.442964,0.333887,-0.096078,0,0.572812,0.931925,1.144645,5
-0.692704,-0.199679,-0.096078,0,0.085661,0.885913,1.048001,5
-0.537840,-0.599854,-0.096078,0,0.166853,1.023950,1.192966,5
-0.744325,0.067104,-0.096078,0,0.897580,0.977937,1.144645,5
-0.950810,-0.399767,-0.096078,0,0.004469,1.346036,1.531217,5
0.597828,1.067540,-0.096078,0,-0.320298,1.714134,1.821146,5
-0.073249,-0.066288,-0.096078,0,0.166853,1.254011,0.999680,5
-1.983236,0.000408,-0.096078,0,0.654004,1.023950,0.854715,5
-0.950810,-0.933333,-0.096078,0,0.654004,2.036220,2.111076,5
0.959177,0.067104,-0.096078,0,1.709498,1.161986,1.337931,5
1.010798,-0.733246,-0.096078,0,0.572812,1.207999,1.386252,5
0.133237,0.267191,-0.096078,0,0.978771,1.207999,1.386252,5
-0.176491,0.600670,-0.096078,0,-1.132217,1.207999,-1.319755,5
-0.692704,-0.333071,-0.096078,0,-0.969833,1.346036,-1.609684,5
-2.551070,0.067104,-0.096078,0,-1.213408,0.793888,-0.305002,5
-2.034857,-0.066288,-0.096078,0,-0.726257,0.793888,-1.416398,5
-1.002432,0.067104,-0.096078,0,-0.645066,0.517814,-0.788218,5
0.597828,-0.199679,-0.096078,0,-4.055123,1.392048,-0.884861,5
0.701071,1.667802,-0.096078,0,1.141155,1.069962,0.758072,5
1.114041,0.133799,-0.096078,0,1.141155,2.312294,2.352684,5
1.165662,-0.533158,-0.096078,0,1.222347,1.254011,1.386252,3
1.527011,-0.599854,-0.096078,0,1.303539,1.438060,1.579539,3
1.733496,-0.132984,-0.096078,0,1.222347,1.207999,1.386252,3
1.010798,-0.466463,-0.096078,0,0.735196,1.115974,1.289609,3
1.527011,-0.933333,-0.096078,0,-0.320298,1.484072,0.951358,3
1.475390,-1.133420,-0.096078,0,0.572812,1.254011,1.386252,3
1.320526,-0.866637,-0.096078,0,1.141155,0.931925,1.144645,3
0.494586,-1.400203,-0.096078,0,1.141155,1.161986,1.289609,3
0.907556,-0.866637,-0.096078,0,0.329237,0.655851,0.854715,3
0.855935,-0.132984,-0.096078,0,0.329237,0.931925,1.144645,3
0.752692,-0.266375,-0.096078,0,-0.157914,1.069962,1.241288,3
1.372147,1.401019,-0.096078,0,0.004469,0.977937,1.192966,3
1.785118,-0.066288,-0.096078,0,0.410429,1.300023,1.144645,3
1.423769,0.333887,-0.096078,0,0.085661,1.300023,1.144645,3
1.630254,-0.399767,-0.096078,0,-0.645066,0.793888,0.854715,3
0.442964,0.667366,-0.096078,0,0.735196,1.069962,1.241288,3
0.701071,-0.533158,-0.096078,0,-0.157914,1.254011,1.434574,3
0.649449,-0.533158,-0.096078,0,0.654004,1.346036,1.482895,3
1.888360,-0.733246,-0.096078,0,0.735196,1.806159,1.917789,3
1.630254,0.200495,-0.096078,0,0.572812,1.714134,1.821146,3
1.939982,-0.066288,-0.096078,0,0.897580,1.207999,1.386252,3
-0.124870,-0.266375,-0.096078,0,0.978771,1.115974,1.289609,3
1.372147,-0.599854,-0.096078,0,0.004469,0.425790,0.564786,3
1.062420,0.200495,-0.096078,0,1.628306,1.668122,1.772825,3
0.752692,-0.333071,-0.096078,0,1.384731,0.517814,0.758072,3
1.630254,0.133799,-0.096078,0,0.572812,1.300023,1.434574,3
1.217284,-1.600291,-0.096078,0,0.572812,1.161986,1.337931,3
-0.021627,0.734061,10.376402,0,0.491620,0.977937,1.144645,3
1.991603,-0.533158,-0.096078,0,0.166853,1.069962,1.192966,3
1.785118,0.267191,-0.096078,0,2.034266,1.944195,0.951358,3
0.701071,0.067104,-0.096078,0,1.141155,1.023950,1.241288,3
1.888360,0.333887,-0.096078,0,1.059963,1.438060,1.579539,3
1.527011,0.267191,-0.096078,0,0.004469,0.747876,0.854715,3
0.391343,-0.799941,-0.096078,0,-3.567972,-0.034333,-0.836539,3
1.475390,-0.399767,-0.096078,0,-0.401490,1.069962,0.854715,3
1.475390,1.200932,-0.096078,0,2.683800,-0.448444,-1.029825,7
0.701071,1.267628,-0.096078,0,1.222347,-0.402432,-1.078147,7
0.907556,2.534847,-0.096078,0,1.871882,0.011679,-1.223112,7
0.597828,1.667802,-0.096078,0,0.085661,-0.770530,-0.836539,7
0.907556,2.268064,-0.096078,0,1.953074,0.195728,-0.643253,7
1.268905,2.668239,-0.096078,0,0.572812,0.149716,-1.029825,7
1.217284,2.268064,-0.096078,0,2.927376,0.379777,-1.029825,7
1.320526,1.734498,-0.096078,0,2.683800,0.333765,-0.981504,7
1.423769,0.467278,-0.096078,0,3.089760,0.149716,-1.464719,7
1.268905,1.867890,-0.096078,0,2.034266,0.195728,-1.706327,7
0.959177,1.734498,-0.096078,0,2.764992,-0.218383,-1.126469,7
0.339722,1.200932,-0.096078,0,2.196649,-0.632493,-0.256681,7
0.804313,0.067104,-0.096078,0,1.303539,0.195728,-0.836539,7
0.133237,2.067977,-0.096078,0,1.790690,-0.540469,-0.594931,7
0.752692,0.467278,-0.096078,0,1.628306,-0.770530,-1.174790,7
0.546207,1.734498,10.376402,0,2.196649,0.425790,0.081570,7
1.010798,0.600670,-0.096078,0,2.196649,-0.494456,-1.416398,7
0.701071,-0.066288,-0.096078,0,2.359033,-0.218383,-1.078147,7
1.114041,1.401019,-0.096078,0,1.465923,-0.310407,-0.691575,7
0.959177,0.867453,-0.096078,0,1.871882,-0.448444,-0.981504,7
1.268905,-0.066288,-0.096078,0,-0.645066,0.195728,-0.691575,8
1.062420,0.734061,-0.096078,0,0.491620,0.103704,-0.353324,8
0.855935,2.401456,-0.096078,0,-1.294600,-0.402432,-0.691575,8
1.217284,1.867890,-0.096078,0,0.654004,0.057691,-0.933182,8
0.804313,0.467278,-0.096078,0,-0.239106,-0.126358,0.033249,8
1.165662,2.401456,-0.096078,0,-2.674862,0.241740,-1.416398,8
0.907556,1.334323,-0.096078,0,-0.320298,-0.218383,-0.836539,8
0.907556,2.067977,-0.096078,0,0.329237,-0.034333,-1.319755,8
0.907556,0.734061,-0.096078,0,0.085661,-0.586481,-0.594931,8
0.701071,3.335197,-0.096078,0,-1.213408,0.057691,-0.063394,8
0.391343,0.600670,-0.096078,0,-0.888641,-0.126358,-0.836539,8
1.114041,1.401019,-0.096078,0,-0.807449,0.195728,-0.546610,8
0.855935,1.601107,-0.096078,0,-1.538176,-0.540469,-0.353324,8
0.907556,2.067977,-0.096078,0,-2.025327,-0.356419,-1.223112,8
0.752692,1.467715,-0.096078,0,-0.076723,-0.356419,-1.513041,8
0.959177,2.134673,-0.096078,0,-0.969833,0.701863,0.274857,8
-0.899189,-0.733246,-0.096078,0,0.248045,-1.000592,-0.594931,8
1.062420,0.934149,-0.096078,0,-0.239106,0.057691,-0.160037,8
0.701071,0.467278,-0.096078,0,-0.076723,0.931925,-1.464719,8
1.268905,2.134673,-0.096078,0,-0.076723,-0.034333,-0.449967,8
0.701071,2.401456,-0.096078,0,-0.888641,-0.126358,-0.788218,8
0.701071,2.201369,-0.096078,0,-0.807449,-0.494456,-1.513041,8
0.701071,1.401019,-0.096078,0,0.816388,-0.448444,-0.546610,8
1.114041,2.401456,-0.096078,0,-0.807449,0.195728,-0.884861,8
0.959177,1.867890,-0.096078,0,-0.563874,-0.264395,-0.401645,8
0.752692,2.268064,-0.096078,0,-1.051025,-0.218383,-0.498288,8
1.268905,-0.199679,-0.096078,0,0.004469,0.333765,-0.401645,8
1.320526,2.268064,-0.096078,0,-1.213408,0.103704,-0.836539,8
0.701071,1.000845,-0.096078,0,-0.888641,-0.264395,-0.739896,8
1.010798,1.134236,-0.096078,0,-1.619368,-0.494456,-1.271433,8
1.062420,1.401019,-0.096078,0,-0.645066,1.576097,1.676182,8
1.010798,2.001281,-0.096078,0,-0.320298,0.333765,-1.174790,8
0.752692,1.067540,-0.096078,0,-0.726257,-0.494456,-1.464719,8
0.701071,2.001281,-0.096078,0,-0.320298,-0.862555,-1.029825,8
0.855935,1.401019,-0.096078,0,-0.726257,0.011679,-0.739896,8
1.010798,0.600670,-0.096078,0,-0.320298,-0.264395,0.081570,8
0.959177,1.134236,-0.096078,0,-0.076723,-0.448444,-0.788218,8
0.752692,1.867890,-0.096078,0,0.004469,-0.632493,-0.594931,8
0.649449,1.867890,-0.096078,0,-0.239106,-0.034333,0.178213,8
1.372147,1.534411,-0.096078,0,-0.482682,-0.494456,-0.546610,8
0.752692,2.067977,-0.096078,0,-1.051025,-0.494456,-0.305002,8
-1.054053,-0.733246,-0.096078,0,0.166853,-0.448444,-0.111716,8
0.649449,2.201369,-0.096078,0,-0.320298,-0.632493,-0.498288,8
0.339722,0.267191,-0.096078,0,-0.563874,-0.586481,-0.981504,8
1.010798,1.067540,-0.096078,0,-0.726257,0.011679,-1.223112,8
1.010798,1.000845,-0.096078,0,1.059963,-0.080346,-0.449967,8
-0.331355,0.600670,-0.096078,0,0.166853,-0.034333,0.274857,8
1.268905,0.400583,-0.096078,0,-0.239106,0.839900,-0.981504,8
1.114041,0.467278,-0.096078,0,-0.157914,-0.678505,-0.884861,8
0.597828,0.667366,-0.096078,0,-0.482682,-0.494456,-0.594931,8
0.494586,0.734061,-0.096078,0,-0.645066,-0.356419,-0.643253,8
1.268905,1.601107,-0.096078,0,-1.538176,0.149716,0.081570,8
